Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,73.12000274658203,74.5999984741211,71.44000244140625,71.5999984741211,71.5999984741211,9649275
2022-01-04,71.04000091552734,73.68000030517578,70.83999633789062,71.5199966430664,71.5199966430664,10344100
2022-01-05,72.08000183105469,77.23999786376953,70.4000015258789,77.16000366210938,77.16000366210938,19565750
2022-01-06,77.4800033569336,78.80000305175781,75.22000122070312,77.5199966430664,77.5199966430664,16318450
2022-01-07,77.27999877929688,79.44000244140625,74.91999816894531,75.27999877929688,75.27999877929688,13077775
2022-01-10,78.16000366210938,82.41999816894531,73.63999938964844,73.87999725341797,73.87999725341797,23094675
2022-01-11,74.87999725341797,76.4800033569336,71.08000183105469,71.27999877929688,71.27999877929688,13137825
2022-01-12,70.36000061035156,71.91999816894531,69.18000030517578,70.5199966430664,70.5199966430664,10817550
2022-01-13,70.31999969482422,75.55999755859375,69.5999984741211,74.95999908447266,74.95999908447266,14777775
2022-01-14,77.4800033569336,77.86000061035156,73.18000030517578,73.80000305175781,73.80000305175781,21657550
2022-01-18,77.0,80.16000366210938,76.83999633789062,79.55999755859375,79.55999755859375,17259775
2022-01-19,77.87999725341797,82.16000366210938,77.5,81.44000244140625,81.44000244140625,17831425
2022-01-20,79.44000244140625,85.55999755859375,76.31999969482422,84.95999908447266,84.95999908447266,17680900
2022-01-21,86.4000015258789,92.91999816894531,84.5999984741211,92.80000305175781,92.80000305175781,34178175
2022-01-24,100.04000091552734,111.36000061035156,93.08399963378906,94.87999725341797,94.87999725341797,46643200
2022-01-25,101.31999969482422,105.04000091552734,92.5999984741211,95.44000244140625,95.44000244140625,35576950
2022-01-26,91.19999694824219,99.45999908447266,87.04000091552734,97.27999877929688,97.27999877929688,36361625
2022-01-27,92.4000015258789,100.5199966430664,90.54000091552734,97.95999908447266,97.95999908447266,30184150
2022-01-28,95.95999908447266,100.16000366210938,91.31999969482422,91.80000305175781,91.80000305175781,25594175
2022-01-31,92.83999633789062,93.5999984741211,85.63999938964844,85.63999938964844,85.63999938964844,15741400
2022-02-01,84.04000091552734,86.4800033569336,79.18000030517578,79.36000061035156,79.36000061035156,13384675
2022-02-02,78.83999633789062,80.91999816894531,77.19999694824219,77.68000030517578,77.68000030517578,11101600
2022-02-03,82.55999755859375,87.87999725341797,80.37999725341797,87.12000274658203,87.12000274658203,17545800
2022-02-04,86.08000183105469,88.63999938964844,81.19999694824219,84.0,84.0,16289700
2022-02-07,82.0,82.95999908447266,79.87999725341797,81.68000030517578,81.68000030517578,11199525
2022-02-08,80.87999725341797,82.3479995727539,77.63999938964844,78.0,78.0,10447525
2022-02-09,75.76000213623047,76.5999984741211,74.83999633789062,74.83999633789062,74.83999633789062,10768500
2022-02-10,78.91999816894531,83.86000061035156,75.12000274658203,81.83999633789062,81.83999633789062,21540450
2022-02-11,81.87999725341797,95.4800033569336,81.18000030517578,92.95999908447266,92.95999908447266,29247225
2022-02-14,93.23999786376953,99.19999694824219,92.04000091552734,93.23999786376953,93.23999786376953,25903900
2022-02-15,86.72000122070312,88.87999725341797,85.31999969482422,85.55999755859375,85.55999755859375,13919550
2022-02-16,86.80000305175781,88.55999755859375,81.83999633789062,82.12000274658203,82.12000274658203,14336900
2022-02-17,86.83999633789062,92.36000061035156,86.4800033569336,91.83999633789062,91.83999633789062,16798675
2022-02-18,92.72000122070312,96.27999877929688,91.19999694824219,93.80000305175781,93.80000305175781,18968425
2022-02-22,95.16000366210938,98.4800033569336,91.5199966430664,93.44000244140625,93.44000244140625,21719350
2022-02-23,90.91999816894531,99.08000183105469,90.5999984741211,98.80000305175781,98.80000305175781,19033375
2022-02-24,109.5999984741211,109.80000305175781,95.08000183105469,95.69999694824219,95.69999694824219,27663425
2022-02-25,94.87999725341797,96.80000305175781,90.4800033569336,91.80000305175781,91.80000305175781,16288375
2022-02-28,98.80000305175781,99.87999725341797,94.19999694824219,96.0,96.0,18544700
2022-03-01,98.5999984741211,107.87999725341797,97.27999877929688,106.68000030517578,106.68000030517578,18153200
2022-03-02,105.23999786376953,105.95999908447266,98.80000305175781,99.83999633789062,99.83999633789062,13340625
2022-03-03,98.72000122070312,103.08000183105469,97.36000061035156,100.44000244140625,100.44000244140625,13061750
2022-03-04,105.95999908447266,109.27999877929688,104.0999984741211,104.80000305175781,104.80000305175781,15381325
2022-03-07,105.19999694824219,114.12000274658203,105.04000091552734,113.95999908447266,113.95999908447266,16745825
2022-03-08,113.04000091552734,117.44000244140625,106.72000122070312,112.5999984741211,112.5999984741211,22166925
2022-03-09,106.77999877929688,108.87999725341797,104.80000305175781,108.12000274658203,108.12000274658203,15780175
2022-03-10,109.5999984741211,110.12000274658203,103.23999786376953,103.31999969482422,103.31999969482422,12261250
2022-03-11,100.12000274658203,105.72000122070312,99.95999908447266,105.36000061035156,105.36000061035156,12779150
2022-03-14,104.83999633789062,123.0,101.80000305175781,115.23999786376953,115.23999786376953,16642675
2022-03-15,123.55999755859375,166.60000610351562,114.80000305175781,114.80000305175781,114.80000305175781,13147300
2022-03-16,118.16000366210938,118.68000030517578,103.55999755859375,103.80000305175781,103.80000305175781,3911000
2022-03-17,105.5999984741211,110.16000366210938,103.19999694824219,104.5999984741211,104.5999984741211,2161925
2022-03-18,109.5199966430664,111.5199966430664,98.55999755859375,100.0,100.0,2429375
2022-03-21,99.16000366210938,105.27999877929688,95.55999755859375,104.04000091552734,104.04000091552734,2419825
2022-03-22,102.16000366210938,102.5999984741211,97.91999816894531,101.77999877929688,101.77999877929688,1222600
2022-03-23,103.5999984741211,103.95999908447266,97.91999816894531,101.95999908447266,101.95999908447266,1233675
2022-03-24,100.08000183105469,104.12000274658203,99.0,100.80000305175781,100.80000305175781,897750
2022-03-25,100.19999694824219,103.12000274658203,99.76000213623047,100.80000305175781,100.80000305175781,1120375
2022-03-28,102.87999725341797,121.87999725341797,101.5999984741211,102.91999816894531,102.91999816894531,2725800
2022-03-29,100.4000015258789,101.95999908447266,96.87999725341797,99.4000015258789,99.4000015258789,1293125
2022-03-30,101.12000274658203,103.23999786376953,99.12000274658203,100.0,100.0,996600
2022-03-31,101.31999969482422,104.08000183105469,100.83999633789062,102.80000305175781,102.80000305175781,741600
2022-04-01,102.27999877929688,103.55999755859375,100.0,100.12000274658203,100.12000274658203,768375
2022-04-04,100.04000091552734,101.12000274658203,95.95999908447266,97.72000122070312,97.72000122070312,910475
2022-04-05,98.4000015258789,103.55999755859375,96.68399810791016,99.23999786376953,99.23999786376953,1125575
2022-04-06,104.04000091552734,105.87999725341797,97.4000015258789,97.5199966430664,97.5199966430664,1186775
2022-04-07,98.72000122070312,99.80000305175781,96.04000091552734,96.19999694824219,96.19999694824219,821300
2022-04-08,97.4000015258789,100.0,94.86000061035156,98.68000030517578,98.68000030517578,695350
2022-04-11,101.5199966430664,104.4000015258789,99.0,104.4000015258789,104.4000015258789,876225
2022-04-12,100.72000122070312,105.4800033569336,98.80000305175781,102.95999908447266,102.95999908447266,1082425
2022-04-13,103.0,104.08000183105469,98.12000274658203,98.36000061035156,98.36000061035156,737925
2022-04-14,98.08000183105469,100.27999877929688,96.5999984741211,99.95999908447266,99.95999908447266,733150
2022-04-18,100.5999984741211,102.35600280761719,99.36000061035156,101.23999786376953,101.23999786376953,629575
2022-04-19,100.31999969482422,100.95999908447266,97.83999633789062,98.91999816894531,98.91999816894531,638450
2022-04-20,97.44000244140625,100.68000030517578,97.23999786376953,97.55999755859375,97.55999755859375,427200
2022-04-21,96.80000305175781,100.87999725341797,96.04000091552734,99.44000244140625,99.44000244140625,657975
2022-04-22,99.4800033569336,106.0,99.23999786376953,104.5999984741211,104.5999984741211,1109100
2022-04-25,106.4000015258789,107.87999725341797,99.19999694824219,99.19999694824219,99.19999694824219,1355650
2022-04-26,100.91999816894531,108.63999938964844,100.83999633789062,105.4000015258789,105.4000015258789,1187425
2022-04-27,104.04000091552734,109.0,102.04000091552734,108.80000305175781,108.80000305175781,1517475
2022-04-28,103.5999984741211,110.83999633789062,102.0,104.16000366210938,104.16000366210938,1263725
2022-04-29,106.04000091552734,112.5999984741211,104.36000061035156,110.83999633789062,110.83999633789062,1542950
2022-05-02,115.55999755859375,117.12000274658203,110.0,110.0,110.0,1318800
2022-05-03,108.55999755859375,111.23999786376953,107.08000183105469,108.19999694824219,108.19999694824219,615425
2022-05-04,106.31999969482422,107.36000061035156,99.4000015258789,99.4000015258789,99.4000015258789,1175275
2022-05-05,100.23999786376953,110.31999969482422,100.23999786376953,108.0,108.0,1932075
2022-05-06,109.5999984741211,113.83999633789062,106.55999755859375,108.27999877929688,108.27999877929688,1466275
2022-05-09,113.31999969482422,114.76000213623047,109.27999877929688,112.04000091552734,112.04000091552734,1118375
2022-05-10,107.19999694824219,113.72000122070312,106.19999694824219,108.22000122070312,108.22000122070312,1137125
2022-05-11,108.5999984741211,110.80000305175781,104.12000274658203,109.12000274658203,109.12000274658203,686025
2022-05-12,109.83999633789062,112.76000213623047,106.31999969482422,107.72000122070312,107.72000122070312,914775
2022-05-13,105.08000183105469,105.91999816894531,103.08000183105469,103.87999725341797,103.87999725341797,793625
2022-05-16,104.0,104.76000213623047,97.5999984741211,98.76000213623047,98.76000213623047,1041625
2022-05-17,96.27999877929688,102.95999908447266,96.27999877929688,99.16000366210938,99.16000366210938,899650
2022-05-18,101.19999694824219,105.87999725341797,98.08000183105469,104.36000061035156,104.36000061035156,1308725
2022-05-19,105.16000366210938,107.44000244140625,101.12000274658203,101.41999816894531,101.41999816894531,1101925
2022-05-20,99.5999984741211,106.0,98.9000015258789,100.19999694824219,100.19999694824219,1686775
2022-05-23,99.23999786376953,102.5199966430664,93.31999969482422,96.23999786376953,96.23999786376953,1466100
